ESTU_GENERO;ESTU_AREARESIDE;ESTU_VALORMATRICULAUNIVERSIDAD;ESTU_PAGOMATRICULABECA;ESTU_PAGOMATRICULACREDITO;ESTU_PAGOMATRICULAPADRES;ESTU_PAGOMATRICULAPROPIO;ESTU_COMOCAPACITOEXAMENSB11;FAMI_EDUCACIONPADRE;FAMI_EDUCACIONMADRE;FAMI_VIVIENDA;FAMI_TIENEINTERNET;FAMI_TIENECOMPUTADOR;FAMI_TRABAJOLABORPADRE;FAMI_TRABAJOLABORMADRE;ESTU_HORASSEMANATRABAJA;ESTU_PRGM_ACADEMICO;MOD_RAZONA_CUANTITAT_PUNT;MOD_LECTURA_CRITICA_PUNT;MOD_COMPETEN_CIUDADA_PUNT;MOD_COMUNI_ESCRITA_PUNT;PUNT_GLOBAL;MOD_INGLES_PUNT
F;Cabecera Municipal;No paga matricula;No;No;Si;No;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;1;Si;Si;Pensionado;Trabaja en el hogar, no trabaja o estudia;0;MEDICINA VETERINARIA;141;186;123;135;139;108
M;Cabecera Municipal;No paga matricula;Si;No;No;Si;Repasa por cuenta propia;Primaria incompleta;Tecnica o tecnologica completa;2;Si;Si;Ninguno;Trabaja por cuenta propia (por ejemplo plomero, electricista);Entre 11 y 20 horas;INGENIERIA EN PRODUCCION ACUICOLA;126;146;134;148;136;126
F;Cabecera Municipal;No paga matricula;Si;No;No;No;Repasa por cuenta propia;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) completa;2;Si;No;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;LICENCIATURA EN MUSICA;124;120;110;123;123;137
M;;;;;;;;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) completa;2;Si;Si;Ninguno;Trabaja en el hogar, no trabaja o estudia;Entre 21 y 30 horas;INGENIERIA CIVIL;147;134;101;145;138;161
M;Cabecera Municipal;No paga matricula;Si;No;No;No;Repasa por cuenta propia;Tecnica o tecnologica completa;Secundaria (Bachillerato) completa;2;Si;Si;Es vendedor o trabaja en atencion al publico;Trabaja en el hogar, no trabaja o estudia;Entre 21 y 30 horas;INGENIERIA CIVIL;187;175;154;179;173;170
M;Cabecera Municipal;No paga matricula;No;No;Si;No;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;1;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja en el hogar, no trabaja o estudia;0;INGENIERIA CIVIL;154;97;78;150;128;163
F;Cabecera Municipal;No paga matricula;No;No;Si;No;Repasa por cuenta propia;Postgrado;Postgrado;2;Si;Si;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Entre 11 y 20 horas;PSICOLOGIA;160;174;106;143;152;179
M;Cabecera Municipal;Menos de 500 mil;Si;No;Si;No;Repasa por cuenta propia;Secundaria (Bachillerato) incompleta;Primaria completa;1;No;Si;Es vendedor o trabaja en atencion al publico;Trabaja en el hogar, no trabaja o estudia;0;LICENCIATURA EN MATEMATICAS;174;148;176;152;161;157
M;Cabecera Municipal;No paga matricula;Si;No;No;No;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;1;No;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;INGENIERIA AGROFORESTAL;120;132;110;121;118;107
F;Cabecera Municipal;No paga matricula;Si;No;No;No;Repasa por cuenta propia;;;;;;;;;INGENIERIA AGROFORESTAL;117;145;100;157;123;95
M;Cabecera Municipal;Entre 500 mil y menos de 1 millon;No;No;Si;No;Repasa por cuenta propia;Tecnica o tecnologica completa;Secundaria (Bachillerato) completa;3;Si;Si;Ninguno;Pensionado;Menos de 10 horas;INGENIERIA ELECTRONICA;162;155;126;140;150;169
F;Area Rural;No paga matricula;Si;No;No;No;No realiza ninguna prueba de preparacion;Tecnica o tecnologica completa;Secundaria (Bachillerato) completa;1;No;No;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;INGENIERIA CIVIL;113;112;130;165;133;145
M;Cabecera Municipal;No paga matricula;No;No;Si;No;Repasa por cuenta propia;Primaria completa;Tecnica o tecnologica completa;1;Si;Si;Es agricultor, pesquero o jornalero;Es vendedor o trabaja en atencion al publico;Entre 11 y 20 horas;INGENIERIA AGROFORESTAL;115;140;113;113;123;132
F;Cabecera Municipal;No paga matricula;No;No;Si;No;Repasa por cuenta propia;Educacion profesional completa;Secundaria (Bachillerato) completa;2;Si;Si;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Entre 21 y 30 horas;INGENIERIA ELECTRONICA;166;160;99;177;146;128
M;Cabecera Municipal;Menos de 500 mil;Si;No;Si;No;Repasa por cuenta propia;Educacion profesional completa;Postgrado;2;Si;Si;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Menos de 10 horas;INGENIERIA ELECTRONICA;198;147;150;155;165;177
F;Cabecera Municipal;No paga matricula;No;No;No;No;Repasa por cuenta propia;Tecnica o tecnologica completa;Tecnica o tecnologica incompleta;2;Si;Si;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Trabaja en el hogar, no trabaja o estudia;Entre 21 y 30 horas;LICENCIATURA EN LENGUAS EXTRANJERAS CON ENFASIS EN INGLES;170;144;98;176;158;202
M;Cabecera Municipal;No paga matricula;No;No;Si;No;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;1;Si;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;0;INGENIERIA AGROINDUSTRIAL;199;188;177;142;174;164
F;Cabecera Municipal;No paga matricula;Si;No;No;No;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;2;Si;Si;Es operario de maquinas o conduce vehiculos (taxita, chofer);Es vendedor o trabaja en atencion al publico;Mas de 30 horas;ECONOMIA;171;157;163;150;157;144
F;Cabecera Municipal;No paga matricula;Si;No;Si;No;Repasa por cuenta propia;Ninguno;Tecnica o tecnologica incompleta;1;No;Si;Es operario de maquinas o conduce vehiculos (taxita, chofer);Trabaja como personal de limpieza, mantenimiento, seguridad o construcci贸n;Entre 11 y 20 horas;LICENCIATURA EN ESPA袿L E INGLES;111;167;153;173;158;186
F;Cabecera Municipal;No paga matricula;Si;No;No;Si;Toma un curso de preparacion;Ninguno;Educacion profesional completa;2;Si;Si;Ninguno;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Menos de 10 horas;LICENCIATURA EN MUSICA;137;152;178;153;161;183
F;Cabecera Municipal;No paga matricula;No;No;No;No;Repasa por cuenta propia;Primaria completa;Primaria completa;2;Si;Si;Es vendedor o trabaja en atencion al publico;Es vendedor o trabaja en atencion al publico;Mas de 30 horas;LICENCIATURA EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL;145;141;145;136;135;109
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Primaria incompleta;Secundaria (Bachillerato) incompleta;2;No;Si;Es agricultor, pesquero o jornalero;Es agricultor, pesquero o jornalero;Menos de 10 horas;LICENCIATURA EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL;163;134;155;165;147;117
F;Cabecera Municipal;No paga matricula;Si;No;Si;No;Repasa por cuenta propia;Secundaria (Bachillerato) completa;;;Si;No;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;LICENCIATURA EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL;142;148;124;160;146;155
M;Area Rural;Menos de 500 mil;Si;No;Si;No;Repasa por cuenta propia;Primaria completa;Primaria completa;1;No;No;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Es due駉 de un negocio grande, tiene un cargo de nivel directivo o gerencial;Entre 11 y 20 horas;ECONOMIA;126;135;122;0;102;126
M;Cabecera Municipal;No paga matricula;No;No;No;Si;Repasa por cuenta propia;;;;;;;;;LICENCIATURA EN MUSICA;141;147;155;122;141;141
F;Cabecera Municipal;No paga matricula;No;No;No;No;No realiza ninguna prueba de preparacion;Secundaria (Bachillerato) completa;Tecnica o tecnologica completa;1;Si;Si;Ninguno;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Menos de 10 horas;CONTADURIA PUBLICA;157;134;179;126;150;154
F;Cabecera Municipal;No paga matricula;No;No;Si;No;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Primaria incompleta;1;Si;No;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;INGENIERIA DE SISTEMAS;155;152;102;141;141;156
M;Cabecera Municipal;No paga matricula;Si;Si;Si;Si;No realiza ninguna prueba de preparacion;Ninguno;Secundaria (Bachillerato) completa;1;Si;No;Ninguno;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Entre 21 y 30 horas;LICENCIATURA EN MUSICA;142;172;156;162;158;157
M;;;;;;;;Primaria completa;Secundaria (Bachillerato) completa;2;Si;Si;Trabaja como personal de limpieza, mantenimiento, seguridad o construccion;Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;INGENIERIA AGROINDUSTRIAL;144;175;135;128;145;145
M;Cabecera Municipal;Menos de 500 mil;Si;No;No;No;Repasa por cuenta propia;Ninguno;Ninguno; ;Si;Si;Trabaja en el hogar, no trabaja o estudia;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Mas de 30 horas;INGENIERIA AGROINDUSTRIAL;160;122;145;125;142;157
M;Cabecera Municipal;No paga matricula;Si;No;Si;No;Repasa por cuenta propia;Tecnica o tecnologica completa;Secundaria (Bachillerato) completa;1;No;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Menos de 10 horas;INGENIERIA CIVIL;141;152;174;153;156;159
M;Cabecera Municipal;No paga matricula;Si;No;No;No;Repasa por cuenta propia;Educacion profesional completa;Secundaria (Bachillerato) completa;1;Si;Si;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Es vendedor o trabaja en atencion al publico;Menos de 10 horas;INGENIERIA AGRONOMICA;209;170;185;0;147;173
M;Cabecera Municipal;No paga matricula;Si;No;Si;Si;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;2;Si;No;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Mas de 30 horas;CONTADURIA PUBLICA;184;186;198;129;168;144
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;No realiza ninguna prueba de preparacion;Primaria incompleta;Secundaria (Bachillerato) incompleta;2;No;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;INGENIERIA DE SISTEMAS;182;155;135;149;158;170
F;Cabecera Municipal;No paga matricula;Si;No;No;No;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;2;Si;Si;Trabaja como personal de limpieza, mantenimiento, seguridad o construccion;Es vendedor o trabaja en atencion al publico;Entre 11 y 20 horas;INGENIERIA DE SISTEMAS;190;204;178;167;182;173
M;Cabecera Municipal;No paga matricula;Si;No;No;No;No realiza ninguna prueba de preparacion;Primaria incompleta;Secundaria (Bachillerato) completa;1;Si;Si;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Trabaja como personal de limpieza, mantenimiento, seguridad o construcci贸n;0;INGENIERIA DE SISTEMAS;192;196;178;0;147;170
F;Cabecera Municipal;No paga matricula;Si;No;No;No;Repasa por cuenta propia;Postgrado;Postgrado;2;Si;Si;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Menos de 10 horas;MEDICINA;161;202;177;121;167;173
M;Cabecera Municipal;No paga matricula;No;Si;Si;No;No realiza ninguna prueba de preparacion;Educacion profesional completa;Secundaria (Bachillerato) completa;1;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;MEDICINA;197;172;177;159;173;159
M;Cabecera Municipal;No paga matricula;No;No;No;No;Repasa por cuenta propia;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) incompleta;1;Si;No;Trabaja en el hogar, no trabaja o estudia;Trabaja en el hogar, no trabaja o estudia;0;ARQUITECTURA;159;153;171;91;146;155
M;Cabecera Municipal;Menos de 500 mil;Si;No;Si;No;Repasa por cuenta propia;Educacion profesional incompleta;Tecnica o tecnologica completa;3;Si;Si;Trabaja en el hogar, no trabaja o estudia;Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;ARQUITECTURA;177;162;152;111;157;185
M;Area Rural;No paga matricula;No;No;No;Si;No realiza ninguna prueba de preparacion;Primaria incompleta;Primaria incompleta;1;No;No;Ninguno;Es vendedor o trabaja en atencion al publico;Entre 11 y 20 horas;INGENIERIA AGRONOMICA;160;151;144;147;149;142
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;1;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja como personal de limpieza, mantenimiento, seguridad o construcci贸n;Entre 21 y 30 horas;DISE袿 INDUSTRIAL;130;143;137;156;144;152
M;Cabecera Municipal;No paga matricula;Si;No;Si;Si;Toma un curso de preparacion;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;1;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;DISE袿 INDUSTRIAL;94;170;135;127;132;136
M;Cabecera Municipal;No paga matricula;No;No;No;No;No realiza ninguna prueba de preparacion;Secundaria (Bachillerato) incompleta;Primaria incompleta;1;Si;Si;Trabaja en el hogar, no trabaja o estudia;Trabaja en el hogar, no trabaja o estudia;0;INGENIERIA AMBIENTAL;195;111;72;175;142;156
F;Cabecera Municipal;No paga matricula;Si;No;Si;No;Repasa por cuenta propia;Primaria completa;Primaria completa;1;No;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;0;SOCIOLOGIA;171;173;152;134;151;126
F;Area Rural;No paga matricula;Si;No;No;No;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;1;Si;No;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja en el hogar, no trabaja o estudia;0;INGENIERIA DE SISTEMAS;142;146;130;171;140;109
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;Si;Repasa por cuenta propia;Educacion profesional completa;Tecnica o tecnologica completa;1;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);No aplica;Mas de 30 horas;INGENIERIA DE SISTEMAS;97;131;99;149;127;157
M;Cabecera Municipal;No paga matricula;No;No;No;No;Repasa por cuenta propia;Primaria completa;Primaria incompleta;5;No;No;Es due駉 de un negocio grande, tiene un cargo de nivel directivo o gerencial;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Menos de 10 horas;INGENIERIA DE SISTEMAS;133;149;85;127;124;124
M;Cabecera Municipal;No paga matricula;No;No;Si;No;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;1;Si;No;Es vendedor o trabaja en atencion al publico;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;INGENIERIA DE SISTEMAS;178;117;83;124;132;156
F;Cabecera Municipal;No paga matricula;Si;No;No;No;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;1;Si;No;Es agricultor, pesquero o jornalero;Es agricultor, pesquero o jornalero;Entre 21 y 30 horas;INGENIERIA DE SISTEMAS;123;127;131;130;124;109
F;Cabecera Municipal;Menos de 500 mil;Si;No;No;No;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;1;No;Si;Trabaja en el hogar, no trabaja o estudia;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Entre 11 y 20 horas;INGENIERIA DE SISTEMAS;149;116;138;129;135;142
M;Cabecera Municipal;Entre 500 mil y menos de 1 millon;Si;No;No;No;Repasa por cuenta propia;Educacion profesional completa;Postgrado;3;Si;Si;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Entre 11 y 20 horas;PSICOLOGIA;175;180;145;128;158;163
F;Cabecera Municipal;No paga matricula;Si;No;Si;No;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Primaria completa;1;Si;Si;Trabaja como personal de limpieza, mantenimiento, seguridad o construccion;Trabaja en el hogar, no trabaja o estudia;0;SOCIOLOGIA;104;166;200;300;179;127
F;Cabecera Municipal;No paga matricula;Si;No;No;No;Repasa por cuenta propia;Educacion profesional completa;Tecnica o tecnologica completa;1;Si;Si;Ninguno;Trabaja en el hogar, no trabaja o estudia;0;INGENIERIA AGROFORESTAL;103;124;84;150;114;109
F;Cabecera Municipal;No paga matricula;Si;No;No;No;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;1;No;No;Es operario de maquinas o conduce vehiculos (taxita, chofer);Trabaja en el hogar, no trabaja o estudia;Mas de 30 horas;INGENIERIA AGROFORESTAL;151;157;111;133;135;125
F;Area Rural;No paga matricula;Si;Si;Si;No;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa; ;Si;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;PSICOLOGIA;98;145;107;154;125;119
F;Cabecera Municipal;No paga matricula;No;No;Si;No;No realiza ninguna prueba de preparacion;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;2;Si;Si;Es vendedor o trabaja en atencion al publico;Es vendedor o trabaja en atencion al publico;0;PSICOLOGIA;159;179;125;145;154;160
M;;;;;;;;Secundaria (Bachillerato) completa;Tecnica o tecnologica completa;1;No;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Entre 11 y 20 horas;INGENIERIA AGROINDUSTRIAL;197;154;161;169;167;153
M;Cabecera Municipal;No paga matricula;No;No;Si;No;Repasa por cuenta propia;Educacion profesional incompleta;Educacion profesional completa;3;Si;Si;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Mas de 30 horas;ARQUITECTURA;162;166;138;166;163;183
M;Cabecera Municipal;Menos de 500 mil;No;Si;Si;No;Repasa por cuenta propia;Primaria completa;Secundaria (Bachillerato) incompleta;3;Si;Si;Ninguno;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;INGENIERIA CIVIL;191;183;182;126;173;181
M;Cabecera Municipal;No paga matricula;No;No;No;No;No realiza ninguna prueba de preparacion;Ninguno;Primaria incompleta;1;Si;No;Ninguno;Trabaja en el hogar, no trabaja o estudia;Mas de 30 horas;INGENIERIA CIVIL;181;180;179;152;177;193
M;Cabecera Municipal;No paga matricula;No;No;No;Si;Repasa por cuenta propia;Tecnica o tecnologica completa;Secundaria (Bachillerato) completa;2;Si;Si;Es operario de maquinas o conduce vehiculos (taxita, chofer);Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;ARQUITECTURA;188;181;136;166;168;169
M;Cabecera Municipal;No paga matricula;No;Si;No;Si;Repasa por cuenta propia;Secundaria (Bachillerato) completa;No Aplica;1;Si;Si;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);No aplica;Menos de 10 horas;LICENCIATURA EN ARTES VISUALES;121;138;135;144;139;159
M;Cabecera Municipal;No paga matricula;Si;No;Si;No;Repasa por cuenta propia;Tecnica o tecnologica completa;Tecnica o tecnologica completa;3;Si;Si;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Trabaja en el hogar, no trabaja o estudia;0;INGENIERIA ELECTRONICA;200;158;129;126;166;217
M;;;;;;;;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;1;Si;Si;Es operario de maquinas o conduce vehiculos (taxita, chofer);Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;INGENIERIA AGRONOMICA;133;149;130;117;139;165
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;No realiza ninguna prueba de preparacion;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;2;Si;Si;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Trabaja en el hogar, no trabaja o estudia;0;INGENIERIA CIVIL;183;124;184;138;160;173
F;Area Rural;Menos de 500 mil;Si;No;Si;Si;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Tecnica o tecnologica completa;1;Si;No;Trabaja como personal de limpieza, mantenimiento, seguridad o construccion;Trabaja en el hogar, no trabaja o estudia;0;LICENCIATURA EN FILOSOFIA Y LETRAS;145;176;171;158;162;159
M;Cabecera Municipal;No paga matricula;No;No;Si;No;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;1;Si;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;LICENCIATURA EN FILOSOFIA Y LETRAS;193;178;156;133;162;152
F;Area Rural;No paga matricula;Si;No;No;No;Repasa por cuenta propia;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) completa;1;Si;Si;Es agricultor, pesquero o jornalero;Es agricultor, pesquero o jornalero;Entre 21 y 30 horas;PSICOLOGIA;128;149;131;153;135;113
F;Cabecera Municipal;Menos de 500 mil;Si;No;Si;No;Repasa por cuenta propia;Ninguno;Ninguno;1;No;No;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;INGENIERIA AGROINDUSTRIAL;116;149;150;150;139;131
F;Cabecera Municipal;Menos de 500 mil;Si;No;Si;Si;Toma un curso de preparacion;Ninguno;Tecnica o tecnologica completa;1;No;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Ninguno;Entre 11 y 20 horas;SOCIOLOGIA;112;160;144;146;140;139
F;Cabecera Municipal;No paga matricula;Si;No;No;No;Repasa por cuenta propia;Educacion profesional completa;Secundaria (Bachillerato) completa;1;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;LICENCIATURA EN MATEMATICAS;220;180;108;137;162;165
M;Area Rural;No paga matricula;Si;No;Si;No;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;1;No;No;Es agricultor, pesquero o jornalero;;Mas de 30 horas;ECONOMIA;168;155;144;165;157;153
M;Cabecera Municipal;No paga matricula;Si;No;No;No;Repasa por cuenta propia;Primaria completa;Primaria completa;2;Si;Si;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Entre 21 y 30 horas;ARQUITECTURA;156;158;143;119;139;120
M;Cabecera Municipal;No paga matricula;No;No;No;No;Repasa por cuenta propia;Primaria completa;Primaria completa;1;No;Si;Es agricultor, pesquero o jornalero;Es agricultor, pesquero o jornalero;Entre 11 y 20 horas;DISE袿 INDUSTRIAL;133;163;138;0;113;133
F;Area Rural;No paga matricula;Si;No;No;No;Repasa por cuenta propia;Primaria completa;Primaria completa;1;Si;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Entre 21 y 30 horas;INGENIERIA AGROFORESTAL;191;167;179;148;173;180
M;;;;;;;;Postgrado;No sabe;2;Si;Si;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Es vendedor o trabaja en atencion al publico;Entre 21 y 30 horas;INGENIERIA AGROFORESTAL;180;173;148;156;167;180
M;Cabecera Municipal;No paga matricula;Si;No;No;No;Repasa por cuenta propia;Educacion profesional completa;Educacion profesional completa;2;Si;Si;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);No sabe;0;ARTES VISUALES;159;159;143;158;161;185
M;Area Rural;No paga matricula;No;Si;No;No;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Primaria incompleta;1;Si;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Entre 21 y 30 horas;INGENIERIA AGRONOMICA;155;149;126;157;145;136
M;Area Rural;No paga matricula;Si;No;No;No;Repasa por cuenta propia;Primaria incompleta;Secundaria (Bachillerato) incompleta;1;No;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;INGENIERIA DE SISTEMAS;136;113;91;127;125;158
F;Cabecera Municipal;No paga matricula;Si;No;No;No;Repasa por cuenta propia;Primaria completa;Primaria completa;1;No;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;QUIMICA;173;150;163;154;162;171
M;Area Rural;No paga matricula;No;No;Si;No;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;1;Si;Si;Ninguno;Trabaja en el hogar, no trabaja o estudia;0;LICENCIATURA EN INFORMATICA;154;138;128;156;138;115
M;Cabecera Municipal;No paga matricula;Si;Si;Si;Si;Repasa por cuenta propia;Primaria completa;Primaria incompleta;2;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja por cuenta propia (por ejemplo plomero, electricista);Entre 11 y 20 horas;MEDICINA;172;72;101;114;124;161
M;Cabecera Municipal;No paga matricula;No;No;No;Si;No realiza ninguna prueba de preparacion;Secundaria (Bachillerato) incompleta;Educacion profesional completa;2;Si;Si;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Pensionado;Entre 11 y 20 horas;MEDICINA;180;201;180;165;177;160
F;Cabecera Municipal;Menos de 500 mil;Si;No;No;No;Repasa por cuenta propia;Primaria completa;Secundaria (Bachillerato) completa;2;Si;Si;Es operario de maquinas o conduce vehiculos (taxita, chofer);Trabaja en el hogar, no trabaja o estudia;0;MEDICINA VETERINARIA;178;195;171;119;165;164
F;Cabecera Municipal;No paga matricula;Si;No;No;No;No realiza ninguna prueba de preparacion;Primaria incompleta;Primaria completa;1;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;LICENCIATURA EN CIENCIAS SOCIALES;125;194;183;165;164;153
M;Cabecera Municipal;No paga matricula;No;No;Si;No;Repasa por cuenta propia;Educacion profesional completa;Educacion profesional completa;2;Si;Si;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;ARQUITECTURA;154;189;152;0;139;198
M;Cabecera Municipal;No paga matricula;No;Si;Si;No;Repasa por cuenta propia;Postgrado;Postgrado;2;Si;Si;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Trabaja como profesional (por ejemplo medico, abogado, ingeniero);0;INGENIERIA CIVIL;167;169;185;165;173;177
