ESTU_GENERO;ESTU_AREARESIDE;ESTU_VALORMATRICULAUNIVERSIDAD;ESTU_PAGOMATRICULABECA;ESTU_PAGOMATRICULACREDITO;ESTU_PAGOMATRICULAPADRES;ESTU_PAGOMATRICULAPROPIO;ESTU_COMOCAPACITOEXAMENSB11;FAMI_EDUCACIONPADRE;FAMI_EDUCACIONMADRE;FAMI_VIVIENDA;FAMI_TIENEINTERNET;FAMI_TIENECOMPUTADOR;FAMI_TRABAJOLABORPADRE;FAMI_TRABAJOLABORMADRE;ESTU_HORASSEMANATRABAJA;ESTU_PRGM_ACADEMICO;MOD_RAZONA_CUANTITAT_PUNT;MOD_LECTURA_CRITICA_PUNT;MOD_COMPETEN_CIUDADA_PUNT;MOD_INGLES_PUNT;MOD_COMUNI_ESCRITA_PUNT;PUNT_GLOBAL
F;Cabecera Municipal;Entre 500 mil y menos de 1 millon;Si;No;No;No;No realiza ninguna prueba de preparacion;Secundaria (Bachillerato) completa;Primaria completa;2;Si;No;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;DERECHO;2;3;3;2;3;171
F;Area Rural;No paga matricula;Si;No;Si;No;No realiza ninguna prueba de preparacion;Primaria incompleta;Educacion profesional completa;1;Si;Si;Es agricultor, pesquero o jornalero;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Menos de 10 horas;LICENCIATURA EN MUSICA;3;3;3;3;2;159
M;Cabecera Municipal;No paga matricula;No;No;Si;Si;Repasa por cuenta propia;Primaria completa;Primaria incompleta;1;Si;Si;Es operario de maquinas o conduce vehiculos (taxita, chofer);Pensionado;Entre 21 y 30 horas;LICENCIATURA EN ARTES VISUALES;3;2;2;3;3;148
F;Cabecera Municipal;No paga matricula;No;Si;Si;No;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) incompleta;2;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;MERCADEO;2;2;3;3;2;148
M;Cabecera Municipal;No paga matricula;No;No;No;Si;Repasa por cuenta propia;Educacion profesional completa;Postgrado;2;Si;Si;Ninguno;Ninguno;Entre 21 y 30 horas;MERCADEO;2;2;2;3;2;136
M;Cabecera Municipal;Menos de 500 mil;Si;Si;Si;Si;Repasa por cuenta propia;Primaria incompleta;Primaria completa;1;No;No;Trabaja en el hogar, no trabaja o estudia;Es agricultor, pesquero o jornalero;Mas de 30 horas;ADMINISTRACION DE EMPRESAS;3;2;3;3;3;163
F;Cabecera Municipal;No paga matricula;No;No;Si;No;No realiza ninguna prueba de preparacion;Postgrado;Secundaria (Bachillerato) incompleta;1;Si;Si;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Es vendedor o trabaja en atencion al publico;0;LICENCIATURA EN MATEMATICAS;3;2;2;2;2;146
F;Cabecera Municipal;Entre 500 mil y menos de 1 millon;No;No;No;Si;Repasa por cuenta propia;Educacion profesional completa;Educacion profesional completa;3;Si;Si;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Es vendedor o trabaja en atencion al publico;Entre 21 y 30 horas;ARTES VISUALES;2;3;3;2;3;153
M;Cabecera Municipal;No paga matricula;Si;No;No;Si;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Educacion profesional completa;2;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Entre 21 y 30 horas;GEOGRAFIA;2;2;2;3;3;138
F;Cabecera Municipal;Menos de 500 mil;Si;No;No;No;Repasa por cuenta propia;Ninguno;Secundaria (Bachillerato) incompleta;5;Si;;Trabaja por cuenta propia (por ejemplo plomero, electricista);Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Entre 21 y 30 horas;LICENCIATURA EN ESPA袿L E INGLES;2;3;2;3;1;124
F;Cabecera Municipal;No paga matricula;Si;No;Si;No;Repasa por cuenta propia;Educacion profesional completa;Tecnica o tecnologica completa;2;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Entre 11 y 20 horas;LICENCIATURA EN ESPA袿L E INGLES;3;3;3;3;2;168
F;Cabecera Municipal;No paga matricula;No;No;No;Si;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;1;Si;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;ADMINISTRACION DE EMPRESAS;2;2;2;2;3;132
F;Area Rural;No paga matricula;Si;No;No;No;Toma un curso de preparacion;Secundaria (Bachillerato) incompleta;Tecnica o tecnologica incompleta;1;Si;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;ADMINISTRACION DE EMPRESAS;3;3;3;3;3;170
F;Area Rural;No paga matricula;No;No;Si;No;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Tecnica o tecnologica incompleta;1;Si;Si;Es agricultor, pesquero o jornalero;Es agricultor, pesquero o jornalero;Entre 11 y 20 horas;ADMINISTRACION DE EMPRESAS;3;3;3;2;3;163
F;Cabecera Municipal;No paga matricula;Si;No;No;Si;Repasa por cuenta propia;Ninguno;Educacion profesional completa;1;Si;No;Ninguno;Trabaja por cuenta propia (por ejemplo plomero, electricista);Entre 11 y 20 horas;ADMINISTRACION DE EMPRESAS;2;2;2;2;2;127
F;Area Rural;No paga matricula;No;No;Si;No;Repasa por cuenta propia;Primaria incompleta;Tecnica o tecnologica completa;1;No;Si;Ninguno;Trabaja por cuenta propia (por ejemplo plomero, electricista);Mas de 30 horas;ADMINISTRACION DE EMPRESAS;2;2;2;2;2;127
M;Cabecera Municipal;No paga matricula;Si;No;No;No;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;2;No;Si;Trabaja como personal de limpieza, mantenimiento, seguridad o construccion;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;ADMINISTRACION DE EMPRESAS;2;3;3;3;2;162
F;Cabecera Municipal;No paga matricula;Si;No;No;No;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Educacion profesional completa;3;No;Si;Es vendedor o trabaja en atencion al publico;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;ADMINISTRACION DE EMPRESAS;2;3;3;3;2;156
F;Cabecera Municipal;Menos de 500 mil;Si;No;No;No;No realiza ninguna prueba de preparacion;Primaria completa;Secundaria (Bachillerato) incompleta;2;Si;Si;Es agricultor, pesquero o jornalero;Trabaja como personal de limpieza, mantenimiento, seguridad o construcci贸n;Menos de 10 horas;ADMINISTRACION DE EMPRESAS;2;2;2;2;2;138
F;Cabecera Municipal;No paga matricula;No;No;No;No;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta; ;Si;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;ADMINISTRACION DE EMPRESAS;3;3;3;2;2;159
F;Cabecera Municipal;Menos de 500 mil;Si;No;Si;No;No realiza ninguna prueba de preparacion;Educacion profesional completa;Secundaria (Bachillerato) incompleta;1;Si;Si;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Trabaja por cuenta propia (por ejemplo plomero, electricista);Entre 11 y 20 horas;ADMINISTRACION DE EMPRESAS;2;2;3;2;3;146
F;Cabecera Municipal;Menos de 500 mil;Si;No;No;No;Repasa por cuenta propia;Tecnica o tecnologica completa;Tecnica o tecnologica completa;1;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;0;LICENCIATURA EN LENGUA CASTELLANA Y LITERATURA;2;2;2;2;2;118
F;Cabecera Municipal;Entre 1 millon y menos de 2.5 millones;No;Si;Si;No;No realiza ninguna prueba de preparacion;Ninguno;Postgrado;2;Si;Si;Ninguno;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Entre 11 y 20 horas;DERECHO;3;3;3;2;2;172
F;Cabecera Municipal;No paga matricula;Si;No;No;No;Repasa por cuenta propia;Educacion profesional completa;Educacion profesional completa;3;Si;Si;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Entre 11 y 20 horas;DERECHO;2;3;3;3;3;180
F;Area Rural;No paga matricula;Si;No;No;No;Repasa por cuenta propia;Educacion profesional completa;Tecnica o tecnologica completa;1;Si;No;Trabaja por cuenta propia (por ejemplo plomero, electricista);Es vendedor o trabaja en atencion al publico;Menos de 10 horas;MERCADEO;3;3;2;3;3;155
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;Si;No realiza ninguna prueba de preparacion;Primaria incompleta;Secundaria (Bachillerato) completa;2;Si;Si;Es agricultor, pesquero o jornalero;Trabaja como personal de limpieza, mantenimiento, seguridad o construcci贸n;Entre 21 y 30 horas;COMERCIO INTERNACIONAL;3;2;3;3;3;168
M;Cabecera Municipal;No paga matricula;No;No;Si;Si;Repasa por cuenta propia;Ninguno;Tecnica o tecnologica incompleta;2;Si;Si;Ninguno;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Entre 11 y 20 horas;COMERCIO INTERNACIONAL;2;3;3;2;2;145
M;Cabecera Municipal;No paga matricula;No;No;No;Si;Repasa por cuenta propia;Tecnica o tecnologica completa;Secundaria (Bachillerato) completa;1;Si;Si;Pensionado;Es agricultor, pesquero o jornalero;Entre 11 y 20 horas;LICENCIATURA EN CIENCIAS SOCIALES;3;3;3;3;2;169
F;Cabecera Municipal;No paga matricula;Si;No;No;No;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;2;Si;No;Es operario de maquinas o conduce vehiculos (taxita, chofer);Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Mas de 30 horas;ADMINISTRACION DE EMPRESAS;3;3;3;3;1;129
F;Cabecera Municipal;No paga matricula;No;No;Si;No;No realiza ninguna prueba de preparacion;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;1;No;No;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja por cuenta propia (por ejemplo plomero, electricista);Entre 11 y 20 horas;LICENCIATURA EN INFORMATICA;2;2;2;2;3;137
F;Cabecera Municipal;Menos de 500 mil;Si;No;No;No;Repasa por cuenta propia;Secundaria (Bachillerato) incompleta;Primaria completa;1;Si;No;Trabaja en el hogar, no trabaja o estudia;Trabaja en el hogar, no trabaja o estudia;0;LICENCIATURA EN LENGUA CASTELLANA Y LITERATURA;2;2;2;2;2;113
M;Cabecera Municipal;No paga matricula;Si;No;No;No;Repasa por cuenta propia;Primaria completa;Primaria completa;1;No;Si;Trabaja en el hogar, no trabaja o estudia;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;LICENCIATURA EN LENGUA CASTELLANA Y LITERATURA;3;3;3;3;2;169
F;Area Rural;No paga matricula;Si;No;Si;No;Toma un curso de preparacion;Tecnica o tecnologica completa;Secundaria (Bachillerato) completa;1;Si;No;Es vendedor o trabaja en atencion al publico;Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;LICENCIATURA EN LENGUA CASTELLANA Y LITERATURA;2;2;2;2;3;138
M;Cabecera Municipal;Menos de 500 mil;No;Si;No;Si;Repasa por cuenta propia;;;;;;;;;ARTES VISUALES;2;3;2;1;3;120
M;Cabecera Municipal;Menos de 500 mil;No;No;No;Si;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;1;No;Si;Es operario de maquinas o conduce vehiculos (taxita, chofer);Trabaja en el hogar, no trabaja o estudia;0;GEOGRAFIA;3;3;3;3;2;156
M;Cabecera Municipal;No paga matricula;No;No;Si;No;Repasa por cuenta propia;Secundaria (Bachillerato) incompleta;Primaria incompleta;1;Si;Si;Trabaja en el hogar, no trabaja o estudia;Es due駉 de un negocio grande, tiene un cargo de nivel directivo o gerencial;0;GEOGRAFIA;2;2;2;2;2;128
M;Cabecera Municipal;No paga matricula;No;No;Si;No;Repasa por cuenta propia;Ninguno;Primaria incompleta;1;Si;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;ADMINISTRACION DE EMPRESAS;2;2;2;2;2;127
F;Cabecera Municipal;No paga matricula;No;No;No;No;Toma un curso de preparacion;Educacion profesional completa;Secundaria (Bachillerato) completa;2;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja en el hogar, no trabaja o estudia;0;LICENCIATURA EN ESPA袿L E INGLES;2;2;2;3;3;147
F;Cabecera Municipal;Menos de 500 mil;No;No;No;Si;Repasa por cuenta propia;Secundaria (Bachillerato) incompleta;Educacion profesional completa;3;Si;No;Es vendedor o trabaja en atencion al publico;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Mas de 30 horas;MERCADEO;3;3;2;3;3;164
M;Cabecera Municipal;No paga matricula;No;No;No;Si;Repasa por cuenta propia;Ninguno;Primaria incompleta;1;Si;No;Pensionado;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;MERCADEO;3;3;3;3;2;166
M;Cabecera Municipal;No paga matricula;Si;No;No;No;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;2;Si;Si;Es vendedor o trabaja en atencion al publico;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Menos de 10 horas;MERCADEO;2;3;3;2;2;145
F;Cabecera Municipal;No paga matricula;Si;No;No;No;No realiza ninguna prueba de preparacion;Primaria completa;Secundaria (Bachillerato) completa;3;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Entre 11 y 20 horas;MERCADEO;2;3;3;3;3;164
M;Cabecera Municipal;Menos de 500 mil;Si;No;No;No;Repasa por cuenta propia;Primaria completa;Secundaria (Bachillerato) completa;2;Si;Si;Es operario de maquinas o conduce vehiculos (taxita, chofer);Trabaja en el hogar, no trabaja o estudia;Mas de 30 horas;LICENCIATURA EN FILOSOFIA Y LETRAS;2;3;2;3;2;144
M;Cabecera Municipal;No paga matricula;No;No;Si;Si;Repasa por cuenta propia;Tecnica o tecnologica incompleta;Primaria completa;2;Si;Si;Es vendedor o trabaja en atencion al publico;Es vendedor o trabaja en atencion al publico;Menos de 10 horas;INGENIERIA EN PRODUCCION ACUICOLA;3;3;3;3;2;166
F;Cabecera Municipal;No paga matricula;No;No;No;Si;No realiza ninguna prueba de preparacion;Primaria completa;Educacion profesional completa;2;Si;Si;Trabaja en el hogar, no trabaja o estudia;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Entre 11 y 20 horas;LICENCIATURA EN ESPA袿L E INGLES;2;3;2;3;3;156
M;Cabecera Municipal;Entre 500 mil y menos de 1 millon;Si;No;Si;No;Repasa por cuenta propia;Tecnica o tecnologica completa;Educacion profesional completa;2;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Mas de 30 horas;DERECHO;3;3;3;2;2;162
F;Cabecera Municipal;No paga matricula;Si;No;No;No;No realiza ninguna prueba de preparacion;Primaria incompleta;Tecnica o tecnologica completa;1;Si;No;Trabaja por cuenta propia (por ejemplo plomero, electricista);Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Entre 21 y 30 horas;MERCADEO;2;3;2;2;2;140
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;No realiza ninguna prueba de preparacion;Secundaria (Bachillerato) completa;Educacion profesional completa;2;Si;Si;Es operario de maquinas o conduce vehiculos (taxita, chofer);Es vendedor o trabaja en atencion al publico;0;MERCADEO;3;3;2;3;2;164
M;Cabecera Municipal;Entre 500 mil y menos de 1 millon;No;No;Si;Si;Repasa por cuenta propia;Educacion profesional completa;Tecnica o tecnologica completa;4;Si;Si;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Mas de 30 horas;COMERCIO INTERNACIONAL;3;3;3;3;3;192
F;Cabecera Municipal;No paga matricula;No;No;Si;No;Repasa por cuenta propia;Ninguno;Tecnica o tecnologica incompleta;2;Si;Si;Ninguno;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);0;COMERCIO INTERNACIONAL;2;3;3;3;2;167
M;Cabecera Municipal;No paga matricula;Si;No;No;No;Repasa por cuenta propia;Ninguno;Secundaria (Bachillerato) incompleta;2;No;Si;Ninguno;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Mas de 30 horas;ADMINISTRACION DE EMPRESAS;3;3;2;3;3;160
M;Cabecera Municipal;No paga matricula;No;No;Si;Si;Repasa por cuenta propia;Primaria incompleta;Secundaria (Bachillerato) completa;3;Si;Si;Es due駉 de un negocio grande, tiene un cargo de nivel directivo o gerencial;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Entre 21 y 30 horas;ADMINISTRACION DE EMPRESAS;3;3;3;3;3;184
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;Si;Repasa por cuenta propia;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) incompleta;1;Si;Si;Pensionado;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;BIOLOGIA;3;3;3;3;3;192
M;Area Rural;No paga matricula;Si;No;No;Si;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;1;No;No;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja por cuenta propia (por ejemplo plomero, electricista);Mas de 30 horas;LICENCIATURA EN LENGUA CASTELLANA Y LITERATURA;2;3;2;3;2;144
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;1;Si;Si;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Trabaja en el hogar, no trabaja o estudia;0;LICENCIATURA EN LENGUA CASTELLANA Y LITERATURA;2;2;2;3;3;141
M;Cabecera Municipal;No paga matricula;No;No;Si;No;Repasa por cuenta propia;Tecnica o tecnologica incompleta;Primaria incompleta;2;Si;Si;Es operario de maquinas o conduce vehiculos (taxita, chofer);Trabaja en el hogar, no trabaja o estudia;Mas de 30 horas;LICENCIATURA EN MATEMATICAS;3;3;3;3;3;168
M;Cabecera Municipal;No paga matricula;Si;No;Si;No;Repasa por cuenta propia;Secundaria (Bachillerato) incompleta;Ninguno;1;Si;;Ninguno;Trabaja en el hogar, no trabaja o estudia;Mas de 30 horas;GEOGRAFIA;2;2;2;2;3;123
M;Cabecera Municipal;Menos de 500 mil;Si;No;No;Si;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;1;Si;No;Ninguno;Ninguno;Entre 11 y 20 horas;GEOGRAFIA;2;2;2;2;2;103
F;Cabecera Municipal;No paga matricula;No;No;No;No;No realiza ninguna prueba de preparacion;Primaria incompleta;Primaria incompleta;1;No;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;GEOGRAFIA;2;3;3;3;2;157
F;Cabecera Municipal;No paga matricula;Si;No;No;No;Repasa por cuenta propia;Primaria completa;Secundaria (Bachillerato) completa;1;Si;Si;Es operario de maquinas o conduce vehiculos (taxita, chofer);Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;LICENCIATURA EN LENGUAS EXTRANJERAS CON ENFASIS EN INGLES;3;3;3;3;3;179
F;Area Rural;No paga matricula;Si;No;No;No;Repasa por cuenta propia;Secundaria (Bachillerato) incompleta;Primaria incompleta;1;No;Si;Trabaja como personal de limpieza, mantenimiento, seguridad o construccion;Es agricultor, pesquero o jornalero;0;ADMINISTRACION DE EMPRESAS;2;2;2;2;2;130
F;Cabecera Municipal;No paga matricula;No;No;Si;Si;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;1;Si;Si;Es agricultor, pesquero o jornalero;Es agricultor, pesquero o jornalero;Menos de 10 horas;ADMINISTRACION DE EMPRESAS;2;3;2;2;3;137
F;Cabecera Municipal;No paga matricula;Si;No;No;No;No realiza ninguna prueba de preparacion;Secundaria (Bachillerato) completa;Educacion profesional incompleta;1;Si;Si;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Mas de 30 horas;ADMINISTRACION DE EMPRESAS;2;2;2;2;3;134
F;Cabecera Municipal;No paga matricula;Si;No;No;No;Repasa por cuenta propia;Tecnica o tecnologica incompleta;Secundaria (Bachillerato) completa;1;No;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;ADMINISTRACION DE EMPRESAS;2;2;2;2;2;132
M;Cabecera Municipal;No paga matricula;No;No;Si;Si;Toma un curso de preparacion;Ninguno;Ninguno;1;Si;Si;Es operario de maquinas o conduce vehiculos (taxita, chofer);Trabaja en el hogar, no trabaja o estudia;Mas de 30 horas;ADMINISTRACION DE EMPRESAS;3;3;1;2;2;129
F;Cabecera Municipal;No paga matricula;No;Si;No;No;Repasa por cuenta propia;Primaria completa;Primaria completa;2;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;MERCADEO;2;2;2;3;3;139
F;Area Rural;No paga matricula;Si;No;No;No;No realiza ninguna prueba de preparacion;Secundaria (Bachillerato) incompleta;Primaria completa;1;No;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;0;ADMINISTRACION DE EMPRESAS;2;2;2;3;1;101
M;Cabecera Municipal;No paga matricula;Si;Si;Si;Si;Repasa por cuenta propia;Primaria incompleta;;1;No;No;Es agricultor, pesquero o jornalero;;0;LICENCIATURA EN MUSICA;2;2;2;2;3;120
M;Cabecera Municipal;No paga matricula;Si;Si;Si;Si;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;1;Si;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;MERCADEO;3;3;2;3;3;160
F;Cabecera Municipal;No paga matricula;Si;No;No;No;Repasa por cuenta propia;Primaria completa;Secundaria (Bachillerato) completa;2;Si;Si;Es operario de maquinas o conduce vehiculos (taxita, chofer);Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Menos de 10 horas;DERECHO;2;3;3;2;2;147
F;Cabecera Municipal;No paga matricula;No;No;Si;No;Toma un curso de preparacion;Secundaria (Bachillerato) incompleta;Tecnica o tecnologica completa;3;Si;Si;Es operario de maquinas o conduce vehiculos (taxita, chofer);Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;DERECHO;3;3;3;3;4;210
M;Cabecera Municipal;No paga matricula;No;No;Si;No;Repasa por cuenta propia;Postgrado;Postgrado;3;Si;Si;Pensionado;Pensionado;Menos de 10 horas;DERECHO;3;3;3;3;3;166
M;Cabecera Municipal;No paga matricula;No;No;No;No;No realiza ninguna prueba de preparacion;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) incompleta;2;No;No;Ninguno;Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;MERCADEO;3;3;3;3;4;204
F;Cabecera Municipal;Menos de 500 mil;Si;No;No;Si;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;1;No;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Entre 21 y 30 horas;MERCADEO;3;3;2;3;2;148
M;Cabecera Municipal;No paga matricula;No;No;No;No;Repasa por cuenta propia;Ninguno;Ninguno;2;Si;Si;Trabaja en el hogar, no trabaja o estudia;Trabaja en el hogar, no trabaja o estudia;0;COMERCIO INTERNACIONAL;3;3;3;3;2;147
M;Cabecera Municipal;No paga matricula;No;No;Si;Si;Repasa por cuenta propia;Postgrado;Educacion profesional completa;2;Si;Si;Es agricultor, pesquero o jornalero;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Entre 11 y 20 horas;COMERCIO INTERNACIONAL;3;3;3;3;2;169
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;Si;Repasa por cuenta propia;;;;;;;;;COMERCIO INTERNACIONAL;3;3;2;2;3;155
M;Cabecera Municipal;No paga matricula;Si;No;Si;No;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;2;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;ADMINISTRACION DE EMPRESAS;3;3;3;2;3;162
M;Cabecera Municipal;No paga matricula;Si;No;No;No;Repasa por cuenta propia;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) incompleta;1;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja en el hogar, no trabaja o estudia;0;LICENCIATURA EN INFORMATICA;3;2;2;2;3;145
F;Area Rural;No paga matricula;Si;No;No;No;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;1;No;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;0;LICENCIATURA EN LENGUA CASTELLANA Y LITERATURA;2;3;2;3;3;148
F;Area Rural;No paga matricula;Si;Si;Si;No;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Primaria completa;1;Si;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Entre 21 y 30 horas;LICENCIATURA EN LENGUA CASTELLANA Y LITERATURA;3;3;3;3;1;129
M;Cabecera Municipal;No paga matricula;No;No;No;Si;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;1;Si;Si;Es operario de maquinas o conduce vehiculos (taxita, chofer);Es vendedor o trabaja en atencion al publico;Entre 11 y 20 horas;FISICA;3;3;2;3;3;175
F;Cabecera Municipal;No paga matricula;No;No;Si;No;Repasa por cuenta propia;Tecnica o tecnologica completa;Tecnica o tecnologica completa;2;Si;No;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Entre 11 y 20 horas;ARTES VISUALES;2;2;2;2;3;128
F;Cabecera Municipal;No paga matricula;Si;No;Si;No;Repasa por cuenta propia;Ninguno;Secundaria (Bachillerato) completa;2;Si;Si;Ninguno;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;LICENCIATURA EN ESPA袿L E INGLES;3;3;2;3;3;163
M;Cabecera Municipal;No paga matricula;No;No;No;No;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;2;Si;Si;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Trabaja en el hogar, no trabaja o estudia;0;DERECHO;3;3;3;3;3;178
M;Cabecera Municipal;No paga matricula;Si;Si;No;No;Repasa por cuenta propia;;;;;;;;;DERECHO;3;2;2;3;3;142
