ESTU_GENERO;FAMI_VIVIENDA;FAMI_EDUCACIONPADRE;FAMI_EDUCACIONMADRE;FAMI_TRABAJOLABORPADRE;FAMI_TRABAJOLABORMADRE;FAMI_TIENEINTERNET;FAMI_TIENECOMPUTADOR;FAMI_NUMLIBROS;FAMI_SITUACIONECONOMICA;ESTU_DEDICACIONLECTURADIARIA;ESTU_DEDICACIONINTERNET;COLE_NATURALEZA;COLE_CALENDARIO;COLE_BILINGUE;COLE_AREA_UBICACION;COLE_JORNADA;PUNT_LECTURA_CRITICA;PUNT_MATEMATICAS;PUNT_C_NATURALES;PUNT_SOCIALES_CIUDADANAS;PUNT_INGLES;PUNT_GLOBAL
M;4;Primaria;Primaria;Empleado;Empleado;Si;No;0 A 10 LIBROS;Igual;No leo por entretenimiento;Entre 30 y 60 minutos;OFICIAL;A;N;RURAL;MAÑANA;53;59;54;37;33;247
F;Estrato 1;Primaria;Primaria;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;NO OFICIAL;A;;URBANO;SABATINA;42;44;35;35;38;195
F;Estrato 2;Primaria;Bachillerato;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;No leo por entretenimiento;Entre 1 y 3 horas;OFICIAL;A;S;URBANO;MAÑANA;36;31;38;40;37;182
M;Estrato 1;Primaria;Bachillerato;Ninguno;Empleado;No;No;0 A 10 LIBROS;Peor;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;51;32;31;39;55;198
M;Sin Estrato;Bachillerato;Bachillerato;Empleado;Empleado;Si;Si;11 A 25 LIBROS;Igual;Entre 1 y 3 horas;Mas de 3 horas;OFICIAL;A;N;RURAL;MAÑANA;43;29;41;36;27;182
M;Estrato 2;Primaria;Ninguno;Empleado;Empleado;Si;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Mas de 3 horas;OFICIAL;A;N;URBANO;UNICA;48;44;35;35;46;205
M;Estrato 2;Primaria;Primaria;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 30 y 60 minutos;No Navega Internet;OFICIAL;A;;RURAL;MAÑANA;44;52;61;48;39;252
F;Estrato 3;Primaria;Bachillerato;Empleado;Empleado;Si;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;MAÑANA;59;61;51;56;53;282
M;Sin Estrato;Ninguno;Primaria;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;No Navega Internet;OFICIAL;A;N;RURAL;MAÑANA;43;33;33;26;27;166
M;Estrato 1;Primaria;Ninguno;Empleado;Empleado;No;No;MAS DE 100 LIBROS;Peor;Mas de 2 horas;No Navega Internet;NO OFICIAL;A;;URBANO;MAÑANA;59;53;60;61;48;287
M;Sin Estrato;Primaria;Primaria;Empleado;Empleado;Si;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;S;RURAL;MAÑANA;45;53;26;47;44;214
M;;;;Ninguno;Ninguno;;No;;Peor;;;OFICIAL;A;N;URBANO;MAÑANA;37;24;37;30;59;170
F;Sin Estrato;Primaria;Primaria;Empleado;Empleado;Si;No;0 A 10 LIBROS;Mejor;Entre 30 y 60 minutos;Entre 30 y 60 minutos;OFICIAL;A;N;RURAL;MAÑANA;49;49;50;49;48;246
F;;;;Empleado;Empleado;;No;;Igual;;;OFICIAL;A;N;URBANO;MAÑANA;58;73;65;64;61;323
F;Estrato 2;Bachillerato;Primaria;Empleado;Empleado;No;No;11 A 25 LIBROS;Peor;Entre 30 y 60 minutos;Entre 30 y 60 minutos;OFICIAL;A;N;RURAL;MAÑANA;63;62;59;63;36;299
F;Estrato 1;Bachillerato;Primaria;Empleado;Empleado;No;No;0 A 10 LIBROS;Peor;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;;RURAL;MAÑANA;52;49;45;40;38;229
M;Estrato 4;Bachillerato;Bachillerato;Empleado;Empleado;No;No;11 A 25 LIBROS;Igual;No leo por entretenimiento;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;61;63;65;64;67;318
F;Estrato 1;Ninguno;Ninguno;Empleado;Empleado;Si;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Mas de 3 horas;OFICIAL;A;N;URBANO;MAÑANA;50;55;55;51;56;265
F;Estrato 1;Primaria;Ninguno;Empleado;Empleado;Si;No;11 A 25 LIBROS;Peor;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;46;33;37;44;43;201
F;Estrato 1;Ninguno;Tecnica o tecnoligica;Ninguno;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;RURAL;MAÑANA;30;36;37;24;35;160
F;Estrato 3;Primaria;Bachillerato;Ninguno;Empleado;Si;No;0 A 10 LIBROS;Peor;Entre 1 y 3 horas;Mas de 3 horas;OFICIAL;A;N;URBANO;MAÑANA;43;43;48;42;36;217
M;Estrato 2;Bachillerato;Primaria;Empleado;Ninguno;No;No;0 A 10 LIBROS;Peor;No leo por entretenimiento;Entre 30 y 60 minutos;OFICIAL;A;;RURAL;UNICA;41;44;41;34;47;203
F;Estrato 2;Primaria;Primaria;Empleado;Empleado;Si;No;0 A 10 LIBROS;Igual;No leo por entretenimiento;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;MAÑANA;55;46;54;37;50;241
F;Estrato 1;Primaria;Primaria;;;Si;No;11 A 25 LIBROS;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;N;RURAL;MAÑANA;38;38;43;30;32;184
M;Estrato 1;Primaria;Primaria;Empleado;Empleado;Si;No;0 A 10 LIBROS;Igual;No leo por entretenimiento;Mas de 3 horas;OFICIAL;A;N;URBANO;MAÑANA;34;34;28;31;37;161
M;Estrato 2;Primaria;Bachillerato;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;;RURAL;MAÑANA;28;37;33;38;36;171
F;Estrato 2;Primaria;Primaria;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;RURAL;MAÑANA;68;63;59;59;59;310
F;Estrato 1;Ninguno;Primaria;Empleado;Empleado;Si;Si;MAS DE 100 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;46;41;42;52;56;230
F;Sin Estrato;Ninguno;Primaria;Empleado;Empleado;Si;Si;0 A 10 LIBROS;Mejor;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;TARDE;35;47;38;38;55;203
M;2;Primaria;Primaria;Empleado;Empleado;Si;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;;URBANO;UNICA;47;56;50;43;44;243
M;Estrato 1;Primaria;Primaria;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;N;RURAL;UNICA;36;34;44;38;48;194
F;Estrato 1;Bachillerato;Bachillerato;Ninguno;Empleado;No;No;0 A 10 LIBROS;Peor;Mas de 2 horas;Entre 1 y 3 horas;OFICIAL;A;N;RURAL;MAÑANA;73;66;64;68;61;336
F;Estrato 3;Tecnica o tecnoligica;Bachillerato;Empleado;Empleado;Si;No;0 A 10 LIBROS;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;UNICA;48;42;44;40;35;214
M;Estrato 1;Bachillerato;Bachillerato;Empleado;Empleado;No;No;11 A 25 LIBROS;Igual;Entre 30 y 60 minutos;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;NOCHE;40;45;35;42;33;200
F;Estrato 2;Bachillerato;Bachillerato;Ninguno;Empleado;No;No;0 A 10 LIBROS;Mejor;No leo por entretenimiento;Entre 1 y 3 horas;OFICIAL;A;N;RURAL;MAÑANA;52;45;45;52;43;240
F;Estrato 1;Primaria;Primaria;Ninguno;Empleado;Si;No;0 A 10 LIBROS;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;47;47;49;51;47;242
F;Estrato 1;Bachillerato;profesional;Empleado;Empleado;No;No;11 A 25 LIBROS;Peor;Entre 1 y 3 horas;Mas de 3 horas;OFICIAL;A;;URBANO;MAÑANA;40;42;36;31;33;185
F;1;Primaria;Bachillerato;Ninguno;Empleado;Si;No;0 A 10 LIBROS;Peor;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;RURAL;MAÑANA;44;42;53;48;47;234
F;;;;Empleado;Empleado;;Si;;Igual;;;OFICIAL;A;N;URBANO;MAÑANA;66;48;54;68;45;290
F;Estrato 2;Primaria;Bachillerato;Empleado;Ninguno;No;No;0 A 10 LIBROS;Peor;No leo por entretenimiento;Mas de 3 horas;OFICIAL;A;N;URBANO;MAÑANA;44;41;35;36;43;197
F;Estrato 1;Primaria;Primaria;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;RURAL;MAÑANA;44;43;43;52;36;224
F;;;;Empleado;Ninguno;;No;;Igual;;;OFICIAL;A;N;RURAL;UNICA;42;41;45;37;41;206
F;Estrato 1;Bachillerato;Primaria;Empleado;Empleado;Si;No;11 A 25 LIBROS;Igual;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;UNICA;55;46;49;52;55;254
F;;;;;;;;;;;;OFICIAL;A;N;RURAL;MAÑANA;48;48;41;47;54;233
F;;;;;;;;;;;;OFICIAL;A;N;RURAL;MAÑANA;45;38;44;39;40;207
F;Estrato 1;Primaria;Primaria;Ninguno;Empleado;No;No;0 A 10 LIBROS;Peor;Entre 30 y 60 minutos;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;UNICA;65;70;65;63;59;326
F;Estrato 1;Primaria;Primaria;Empleado;Empleado;No;No;0 A 10 LIBROS;Peor;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;TARDE;46;36;36;39;34;194
F;;;;Empleado;Empleado;;No;;Igual;;;OFICIAL;A;N;RURAL;UNICA;43;35;35;31;55;187
M;Estrato 1;Primaria;Primaria;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;N;RURAL;SABATINA;31;45;41;37;32;190
F;2;Primaria;Primaria;Empleado;Empleado;Si;Si;11 A 25 LIBROS;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;N;RURAL;MAÑANA;41;43;48;27;41;199
F;;;;Empleado;Empleado;;No;;Peor;;;OFICIAL;A;N;URBANO;UNICA;56;58;48;52;53;267
F;;Primaria;Tecnica o tecnoligica;Empleado;Empleado;No;No;26 A 100 LIBROS;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;67;66;55;58;48;302
M;Estrato 3;Primaria;Primaria;Empleado;Empleado;No;No;26 A 100 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;;RURAL;MAÑANA;47;33;36;40;42;196
F;Estrato 2;Primaria;Tecnica o tecnoligica;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;MAÑANA;61;48;53;61;51;277
F;Estrato 1;Tecnica o tecnoligica;Tecnica o tecnoligica;Empleado;Empleado;No;No;0 A 10 LIBROS;Peor;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;69;62;59;62;50;310
F;;Primaria;Primaria;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;MAÑANA;41;31;47;41;39;200
F;Estrato 2;Primaria;Primaria;Empleado;Empleado;No;No;0 A 10 LIBROS;Mejor;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;N;RURAL;MAÑANA;42;40;40;34;46;198
F;Estrato 2;Primaria;Primaria;Empleado;Empleado;Si;No;MAS DE 100 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;61;56;58;57;55;289
F;Estrato 1;Primaria;Primaria;Empleado;Empleado;No;No;0 A 10 LIBROS;Mejor;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;;RURAL;UNICA;51;41;37;44;39;215
F;Estrato 1;Primaria;Primaria;Empleado;Ninguno;Si;No;11 A 25 LIBROS;Igual;Entre 1 y 3 horas;Mas de 3 horas;OFICIAL;A;;RURAL;MAÑANA;55;41;50;46;37;236
F;Estrato 1;Primaria;Primaria;Empleado;Empleado;No;No;;Igual;No leo por entretenimiento;Entre 30 y 60 minutos;OFICIAL;A;N;RURAL;MAÑANA;60;58;45;58;65;280
F;Estrato 1;Primaria;Primaria;Empleado;Empleado;No;No;0 A 10 LIBROS;Peor;Entre 30 y 60 minutos;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;MAÑANA;65;65;59;60;50;307
F;Estrato 1;Bachillerato;Bachillerato;Ninguno;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;S;URBANO;MAÑANA;47;35;41;31;42;194
F;Estrato 1;Primaria;Primaria;Ninguno;Empleado;Si;No;26 A 100 LIBROS;Igual;Entre 1 y 3 horas;Mas de 3 horas;OFICIAL;A;N;RURAL;MAÑANA;56;54;50;43;55;255
F;Estrato 2;Bachillerato;Bachillerato;Ninguno;Empleado;No;No;26 A 100 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;RURAL;MAÑANA;45;48;40;37;46;214
F;Estrato 1;Primaria;Primaria;Empleado;Empleado;Si;Si;0 A 10 LIBROS;Peor;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;61;50;59;48;56;273
F;Estrato 5;Bachillerato;Primaria;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;47;53;43;36;44;223
M;Estrato 1;Bachillerato;Tecnica o tecnoligica;Empleado;Empleado;Si;Si;11 A 25 LIBROS;Mejor;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;69;68;58;68;68;330
M;Estrato 2;Primaria;Bachillerato;Empleado;Empleado;No;Si;11 A 25 LIBROS;Peor;Entre 30 y 60 minutos;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;MAÑANA;42;76;63;64;53;303
M;Estrato 3;Primaria;Bachillerato;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;;RURAL;UNICA;49;41;48;32;40;212
M;Estrato 1;Primaria;Bachillerato;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;N;RURAL;MAÑANA;57;51;51;53;44;262
F;2;Ninguno;Tecnica o tecnoligica;Ninguno;Ninguno;Si;Si;11 A 25 LIBROS;Mejor;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;TARDE;57;54;57;52;51;273
F;Estrato 3;Primaria;Primaria;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;No leo por entretenimiento;Entre 1 y 3 horas;OFICIAL;A;N;RURAL;MAÑANA;49;48;47;34;49;224
M;2;Primaria;Primaria;Empleado;Empleado;Si;Si;11 A 25 LIBROS;Mejor;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;N;RURAL;MAÑANA;57;48;44;44;50;242
F;Sin Estrato;Bachillerato;Primaria;Empleado;Empleado;Si;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Mas de 3 horas;OFICIAL;A;N;RURAL;MAÑANA;61;51;57;54;50;277
F;Sin Estrato;Primaria;Primaria;;;No;;;;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;N;RURAL;TARDE;47;34;40;39;35;198
F;;;;Ninguno;Empleado;;No;;Peor;;;OFICIAL;A;;RURAL;MAÑANA;45;25;49;47;45;209
F;Estrato 1;Bachillerato;Bachillerato;Empleado;Empleado;Si;Si;0 A 10 LIBROS;Mejor;Entre 30 y 60 minutos;Entre 30 y 60 minutos;OFICIAL;A;N;RURAL;MAÑANA;39;44;41;42;42;208
F;Estrato 3;Ninguno;Primaria;Ninguno;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;RURAL;UNICA;50;37;43;40;43;213
F;Estrato 2;Bachillerato;Bachillerato;Empleado;Empleado;Si;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Mas de 3 horas;NO OFICIAL;A;;URBANO;MAÑANA;51;39;40;53;47;229
F;Estrato 5;Bachillerato;Bachillerato;Empleado;Empleado;Si;Si;26 A 100 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;40;37;36;30;40;180
F;Estrato 1;Ninguno;Bachillerato;Ninguno;Ninguno;No;No;0 A 10 LIBROS;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;;RURAL;MAÑANA;51;51;51;33;50;234
M;Estrato 1;Primaria;Bachillerato;Empleado;Empleado;Si;Si;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;57;58;55;45;63;272
F;;;;Empleado;Empleado;;No;;Igual;;;NO OFICIAL;A;;URBANO;SABATINA;40;34;38;38;47;191
F;;;;;;;;;;;;OFICIAL;A;N;URBANO;UNICA;62;56;46;43;56;260
M;;Ninguno;Bachillerato;Ninguno;Empleado;Si;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;46;47;48;50;50;240
F;Estrato 2;Bachillerato;Bachillerato;Empleado;Empleado;No;No;11 A 25 LIBROS;Igual;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;N;RURAL;MAÑANA;55;46;56;47;46;253
F;Estrato 5;Primaria;Primaria;Empleado;Empleado;Si;No;11 A 25 LIBROS;Mejor;Entre 1 y 3 horas;Entre 30 y 60 minutos;NO OFICIAL;A;;URBANO;SABATINA;44;33;41;37;44;196
F;Estrato 1;Primaria;Primaria;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 30 y 60 minutos;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;MAÑANA;57;56;62;58;51;288
M;2;Bachillerato;Bachillerato;Empleado;Empleado;Si;Si;11 A 25 LIBROS;Mejor;Entre 30 y 60 minutos;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;UNICA;55;55;52;45;50;258
M;Estrato 1;Primaria;Primaria;Empleado;Empleado;No;No;11 A 25 LIBROS;Mejor;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;UNICA;39;47;50;41;55;225
M;Estrato 2;Primaria;Ninguno;Empleado;Empleado;Si;Si;0 A 10 LIBROS;Peor;Entre 30 y 60 minutos;Entre 30 y 60 minutos;OFICIAL;A;N;RURAL;MAÑANA;48;47;48;49;41;237
F;Estrato 1;profesional;Bachillerato;Ninguno;Empleado;No;No;0 A 10 LIBROS;Peor;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;35;36;42;37;38;188
M;;;;;;;;;;;;OFICIAL;A;N;URBANO;SABATINA;47;53;40;41;32;221
F;;;;;Empleado;;No;;Igual;;;OFICIAL;A;N;URBANO;UNICA;52;40;45;52;48;237
F;Estrato 1;Bachillerato;Primaria;Ninguno;Empleado;No;No;11 A 25 LIBROS;Mejor;Entre 1 y 3 horas;Mas de 3 horas;OFICIAL;A;N;URBANO;MAÑANA;41;35;39;36;34;187
F;1;Bachillerato;Primaria;Empleado;Empleado;Si;No;0 A 10 LIBROS;Igual;Entre 30 y 60 minutos;Entre 30 y 60 minutos;OFICIAL;A;N;RURAL;MAÑANA;54;53;57;47;49;262
F;Estrato 1;Primaria;Bachillerato;Empleado;Empleado;Si;No;0 A 10 LIBROS;Mejor;Entre 30 y 60 minutos;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;MAÑANA;52;55;47;44;55;250
F;2;Primaria;Primaria;Empleado;Empleado;Si;Si;26 A 100 LIBROS;Igual;No leo por entretenimiento;Mas de 3 horas;OFICIAL;A;N;RURAL;MAÑANA;53;52;54;48;43;255
F;Estrato 1;Primaria;Primaria;Empleado;Empleado;No;No;11 A 25 LIBROS;Igual;Entre 1 y 3 horas;Entre 30 y 60 minutos;NO OFICIAL;A;N;URBANO;SABATINA;55;51;45;58;55;262
F;Estrato 3;Primaria;Primaria;;;Si;;0 A 10 LIBROS;;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;RURAL;UNICA;34;43;42;37;45;197
M;Estrato 1;Bachillerato;Bachillerato;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;N;RURAL;MAÑANA;51;53;35;47;33;227
F;;Ninguno;Bachillerato;Empleado;Ninguno;No;No;0 A 10 LIBROS;Peor;No leo por entretenimiento;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;TARDE;35;43;45;40;31;200
F;Estrato 2;Primaria;Primaria;Empleado;Empleado;Si;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;54;62;58;56;53;286
F;;;;Empleado;Empleado;;Si;;Mejor;;;OFICIAL;A;;RURAL;MAÑANA;32;30;33;31;33;158
F;Estrato 2;Primaria;Primaria;Ninguno;Ninguno;No;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;;NO OFICIAL;A;;URBANO;SABATINA;39;36;45;40;36;198
F;Estrato 1;Ninguno;Ninguno;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;No Navega Internet;OFICIAL;A;;RURAL;MAÑANA;39;33;29;26;34;160
M;Estrato 1;Primaria;Primaria;Empleado;Empleado;Si;No;0 A 10 LIBROS;Peor;Entre 1 y 3 horas;No Navega Internet;OFICIAL;A;N;URBANO;MAÑANA;67;59;66;63;57;316
M;Estrato 1;Bachillerato;Primaria;Empleado;Empleado;Si;Si;0 A 10 LIBROS;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;N;RURAL;MAÑANA;53;63;43;36;43;242
F;Estrato 2;Primaria;Primaria;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;No leo por entretenimiento;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;MAÑANA;43;54;52;42;52;240
F;2;Primaria;Primaria;Empleado;Empleado;Si;Si;11 A 25 LIBROS;Igual;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;MAÑANA;58;62;56;52;63;287
M;;;;;;;;;;;;OFICIAL;A;N;URBANO;MAÑANA;53;44;48;45;36;233
M;Estrato 5;Bachillerato;Bachillerato;Empleado;Empleado;Si;No;11 A 25 LIBROS;Igual;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;N;RURAL;MAÑANA;57;40;41;41;48;225
M;Estrato 1;Primaria;Primaria;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 30 y 60 minutos;Entre 30 y 60 minutos;OFICIAL;A;N;RURAL;MAÑANA;60;77;66;62;56;327
M;Estrato 1;Primaria;Primaria;Empleado;Empleado;Si;Si;11 A 25 LIBROS;Mejor;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;;RURAL;MAÑANA;51;65;52;50;33;264
M;Estrato 4;Primaria;Primaria;Ninguno;Ninguno;No;No;MAS DE 100 LIBROS;Peor;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;TARDE;38;38;31;28;32;168
M;Sin Estrato;Bachillerato;Bachillerato;Empleado;Empleado;Si;No;11 A 25 LIBROS;Igual;No leo por entretenimiento;Entre 30 y 60 minutos;NO OFICIAL;A;N;URBANO;MAÑANA;48;36;54;41;48;225
M;;;;;;;;;;;;OFICIAL;A;N;URBANO;MAÑANA;41;41;34;38;53;198
M;Estrato 2;Ninguno;Primaria;Ninguno;Empleado;Si;Si;26 A 100 LIBROS;Igual;No leo por entretenimiento;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;MAÑANA;51;63;50;63;54;283
F;Estrato 1;Primaria;Primaria;Empleado;Empleado;Si;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;UNICA;67;58;61;63;46;305
M;2;profesional;Ninguno;Empleado;Empleado;Si;Si;26 A 100 LIBROS;Peor;No leo por entretenimiento;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;UNICA;67;74;60;56;100;335
F;1;Primaria;Bachillerato;Empleado;Empleado;Si;;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;NOCHE;41;46;43;40;46;214
F;;;;Ninguno;Ninguno;;No;;Igual;;;OFICIAL;A;N;URBANO;UNICA;44;42;47;34;38;207
F;;;;Empleado;Empleado;;Si;;Igual;;;NO OFICIAL;A;;URBANO;SABATINA;46;38;35;39;46;200
F;Estrato 2;;Bachillerato;;;;;0 A 10 LIBROS;;;;OFICIAL;A;;RURAL;MAÑANA;34;27;38;37;37;171
M;1;Primaria;Primaria;Empleado;Empleado;Si;Si;0 A 10 LIBROS;Peor;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;RURAL;TARDE;46;50;57;55;51;260
M;Estrato 1;Bachillerato;Primaria;Empleado;Empleado;No;No;0 A 10 LIBROS;Peor;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;67;66;60;65;64;322
M;Estrato 2;Tecnica o tecnoligica;Tecnica o tecnoligica;Ninguno;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;RURAL;MAÑANA;46;48;48;51;40;238
F;Estrato 1;Primaria;Primaria;Empleado;Empleado;Si;No;26 A 100 LIBROS;Mejor;Entre 1 y 3 horas;Mas de 3 horas;OFICIAL;A;N;RURAL;MAÑANA;44;64;46;46;45;248
F;Estrato 3;Ninguno;Primaria;Ninguno;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 30 y 60 minutos;Entre 30 y 60 minutos;OFICIAL;A;N;RURAL;MAÑANA;39;46;36;39;34;198
F;Estrato 1;Primaria;Primaria;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;59;63;53;63;50;294
F;Estrato 1;Primaria;Primaria;Empleado;Empleado;No;No;26 A 100 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;;RURAL;MAÑANA;37;43;38;27;42;183
