ESTU_GENERO;ESTU_AREARESIDE;ESTU_VALORMATRICULAUNIVERSIDAD;ESTU_PAGOMATRICULABECA;ESTU_PAGOMATRICULACREDITO;ESTU_PAGOMATRICULAPADRES;ESTU_PAGOMATRICULAPROPIO;ESTU_COMOCAPACITOEXAMENSB11;FAMI_EDUCACIONPADRE;FAMI_EDUCACIONMADRE;FAMI_VIVIENDA;FAMI_TIENEINTERNET;FAMI_TIENECOMPUTADOR;FAMI_TRABAJOLABORPADRE;FAMI_TRABAJOLABORMADRE;ESTU_HORASSEMANATRABAJA;ESTU_PRGM_ACADEMICO;MOD_RAZONA_CUANTITAT_PUNT;MOD_LECTURA_CRITICA_PUNT;MOD_COMPETEN_CIUDADA_PUNT;MOD_INGLES_PUNT;MOD_COMUNI_ESCRITA_PUNT;PUNT_GLOBAL
M;Cabecera Municipal;Menos de 500 mil;No;No;No;Si;Repasa por cuenta propia;Educacion profesional incompleta;Secundaria (Bachillerato) incompleta;1;Si;Si;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Entre 11 y 20 horas;SOCIOLOGI岮;115;140;124;122;129;126
F;Cabecera Municipal;No paga matricula;Si;No;No;No;No realiza ninguna prueba de preparacion;Ninguno;Primaria incompleta;2;Si;No;Ninguno;Trabaja como personal de limpieza, mantenimiento, seguridad o construcci贸n;Menos de 10 horas;CONTADURIA PUBLICA;141;137;97;128;143;129
F;Cabecera Municipal;No paga matricula;Si;No;No;No;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;1;No;No;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;0;INGENIERIA AGROFORESTAL;167;190;187;139;165;170
M;Cabecera Municipal;No paga matricula;No;No;Si;No;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;2;Si;Si;Trabaja en el hogar, no trabaja o estudia;Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;MEDICINA;206;196;177;155;178;182
F;Cabecera Municipal;No paga matricula;Si;No;No;No;No realiza ninguna prueba de preparacion;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;1;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja en el hogar, no trabaja o estudia;0;INGENIERIA AGRONOMICA;164;162;131;120;133;142
F;Cabecera Municipal;Menos de 500 mil;Si;No;Si;No;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;2;Si;Si;Es vendedor o trabaja en atencion al publico;Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;MEDICINA VETERINARIA;138;174;164;138;170;157
F;Cabecera Municipal;No paga matricula;Si;No;No;No;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) incompleta;2;Si;No;Trabaja como personal de limpieza, mantenimiento, seguridad o construccion;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;LICENCIATURA EN CIENCIAS SOCIALES;183;208;191;180;175;187
F;Cabecera Municipal;No paga matricula;No;No;Si;No;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;1;Si;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;0;ZOOTECNIA;165;143;152;126;168;151
F;Cabecera Municipal;No paga matricula;Si;No;No;No;No realiza ninguna prueba de preparacion;Educacion profesional completa;Tecnica o tecnologica completa;2;Si;Si;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Trabaja en el hogar, no trabaja o estudia;0;INGENIERIA AGROINDUSTRIAL;174;182;174;162;167;172
M;Cabecera Municipal;No paga matricula;No;No;Si;No;No realiza ninguna prueba de preparacion;Primaria incompleta;Primaria incompleta;1;No;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;0;INGENIERIA DE SISTEMAS;129;114;104;132;122;120
M;Cabecera Municipal;Menos de 500 mil;No;No;No;Si;Repasa por cuenta propia;Ninguno;Primaria incompleta;1;No;No;Es agricultor, pesquero o jornalero;Trabaja como personal de limpieza, mantenimiento, seguridad o construcci贸n;Entre 11 y 20 horas;SOCIOLOGI岮;96;135;105;114;159;122
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) incompleta;3;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;ECONOMIA;156;142;142;142;125;141
M;Cabecera Municipal;No paga matricula;Si;No;Si;Si;No realiza ninguna prueba de preparacion;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) completa;2;Si;Si;Trabaja en el hogar, no trabaja o estudia;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;GEOGRAFIA;129;178;157;156;159;156
M;Cabecera Municipal;No paga matricula;Si;No;No;No;No realiza ninguna prueba de preparacion;Secundaria (Bachillerato) incompleta;Tecnica o tecnologica completa;1;No;No;Ninguno;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Entre 21 y 30 horas;INGENIERIA DE SISTEMAS;186;195;193;199;164;187
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Educacion profesional completa;Tecnica o tecnologica completa;2;Si;No;Trabaja en el hogar, no trabaja o estudia;Trabaja en el hogar, no trabaja o estudia;Mas de 30 horas;SOCIOLOGI岮;134;105;118;144;130;126
F;Area Rural;No paga matricula;Si;No;Si;No;Repasa por cuenta propia;Tecnica o tecnologica completa;Tecnica o tecnologica completa;1;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja por cuenta propia (por ejemplo plomero, electricista);Menos de 10 horas;ZOOTECNIA;140;165;154;134;119;142
M;Area Rural;No paga matricula;No;No;Si;No;Repasa por cuenta propia;Primaria completa;Primaria incompleta;1;No;Si;Es agricultor, pesquero o jornalero;Es agricultor, pesquero o jornalero;Menos de 10 horas;INGENIERIA CIVIL;200;163;138;161;151;163
F;Cabecera Municipal;No paga matricula;Si;No;No;Si;Repasa por cuenta propia;Tecnica o tecnologica incompleta;Educacion profesional completa;2;Si;Si;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Es vendedor o trabaja en atencion al publico;Entre 11 y 20 horas;LICENCIATURA EN MUSICA;149;199;141;127;126;148
F;Cabecera Municipal;No paga matricula;Si;No;No;No;Repasa por cuenta propia;Ninguno;Ninguno;2;Si;Si;Ninguno;Ninguno;Entre 21 y 30 horas;BIOLOGIA;172;173;181;151;148;165
F;Cabecera Municipal;No paga matricula;No;No;Si;No;Repasa por cuenta propia;Primaria completa;Postgrado;2;Si;Si;Trabaja como personal de limpieza, mantenimiento, seguridad o construccion;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);0;PSICOLOGIA;155;186;157;166;129;159
M;Area Rural;No paga matricula;Si;No;No;No;No realiza ninguna prueba de preparacion;Educacion profesional completa;Postgrado;3;Si;Si;Es due駉 de un negocio grande, tiene un cargo de nivel directivo o gerencial;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Entre 21 y 30 horas;DERECHO;165;151;221;168;300;201
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;;;;;;;;;MEDICINA;171;174;181;158;132;163
M;Cabecera Municipal;No paga matricula;No;No;Si;No;Repasa por cuenta propia;Primaria completa;Tecnica o tecnologica incompleta;2;Si;Si;Ninguno;Es vendedor o trabaja en atencion al publico;Menos de 10 horas;INGENIERIA ELECTRONICA;203;202;202;200;159;193
F;Cabecera Municipal;No paga matricula;No;No;No;Si;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;1;Si;Si;Ninguno;Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;CONTADURIA PUBLICA;150;186;161;141;171;162
M;Area Rural;No paga matricula;Si;No;Si;Si;Repasa por cuenta propia;Primaria completa;Primaria completa;1;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja en el hogar, no trabaja o estudia;Entre 21 y 30 horas;ARQUITECTURA;176;117;87;117;165;132
F;Cabecera Municipal;No paga matricula;No;No;Si;Si;No realiza ninguna prueba de preparacion;Primaria incompleta;Primaria incompleta;1;Si;Si;Es operario de maquinas o conduce vehiculos (taxita, chofer);Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;MERCADEO;111;121;143;137;121;127
F;Cabecera Municipal;No paga matricula;Si;No;No;Si;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;1;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;LICENCIATURA EN CIENCIAS SOCIALES;152;194;188;165;184;177
F;Cabecera Municipal;Menos de 500 mil;Si;No;No;No;Repasa por cuenta propia;Postgrado;Postgrado;2;Si;Si;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Pensionado;Menos de 10 horas;LICENCIATURA EN ARTES VISUALES;199;196;188;201;172;191
M;Cabecera Municipal;No paga matricula;No;No;Si;No;Repasa por cuenta propia;;;;;;;;;ECONOMIA;165;194;172;153;134;164
M;Cabecera Municipal;No paga matricula;No;No;No;Si;Repasa por cuenta propia;Primaria incompleta;Secundaria (Bachillerato) completa;2;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja en el hogar, no trabaja o estudia;Entre 21 y 30 horas;CONTADURIA PUBLICA;96;85;89;118;0;78
M;Cabecera Municipal;No paga matricula;No;No;Si;No;Repasa por cuenta propia;Ninguno;Educacion profesional completa;3;Si;Si;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Entre 11 y 20 horas;INGENIERIA DE SISTEMAS;180;200;182;209;156;185
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;Si;Repasa por cuenta propia;Primaria incompleta;Secundaria (Bachillerato) completa;1;No;Si;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Menos de 10 horas;MEDICINA;196;207;180;181;188;190
F;Cabecera Municipal;No paga matricula;Si;No;No;No;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;2;Si;Si;Es agricultor, pesquero o jornalero;Trabaja por cuenta propia (por ejemplo plomero, electricista);Menos de 10 horas;ECONOMIA;196;181;187;138;300;200
M;Area Rural;No paga matricula;Si;No;Si;No;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Tecnica o tecnologica completa;3;Si;No;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Entre 11 y 20 horas;CONTADURIA PUBLICA;178;179;139;161;160;163
F;Area Rural;No paga matricula;Si;No;Si;Si;No realiza ninguna prueba de preparacion;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) incompleta;1;Si;Si;Es operario de maquinas o conduce vehiculos (taxita, chofer);Trabaja como personal de limpieza, mantenimiento, seguridad o construcci贸n;Entre 11 y 20 horas;GEOGRAFIA;147;164;190;147;144;158
M;Cabecera Municipal;Menos de 500 mil;Si;No;No;No;No realiza ninguna prueba de preparacion;Primaria incompleta;Primaria completa;1;Si;Si;Es agricultor, pesquero o jornalero;Es agricultor, pesquero o jornalero;Entre 11 y 20 horas;INGENIERIA AGROINDUSTRIAL;209;200;192;179;160;188
F;Area Rural;No paga matricula;Si;No;No;No;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Tecnica o tecnologica completa;3;Si;Si;Trabaja como personal de limpieza, mantenimiento, seguridad o construccion;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);0;INGENIERIA AMBIENTAL;201;194;174;170;180;184
F;Area Rural;No paga matricula;Si;No;No;Si;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;1;No;Si;Ninguno;Es agricultor, pesquero o jornalero;Menos de 10 horas;ECONOMIA;119;108;90;136;88;108
M;Cabecera Municipal;No paga matricula;No;No;Si;No;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;1;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja por cuenta propia (por ejemplo plomero, electricista);Entre 11 y 20 horas;INGENIERIA EN PRODUCCION ACUICOLA;171;166;173;120;166;159
F;Cabecera Municipal;No paga matricula;No;No;No;No;Repasa por cuenta propia;Tecnica o tecnologica completa;Tecnica o tecnologica completa;1;Si;No;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);0;CONTADURIA PUBLICA;158;167;153;154;94;145
M;Cabecera Municipal;No paga matricula;No;No;Si;No;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Tecnica o tecnologica completa;1;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Menos de 10 horas;ECONOMIA;149;154;141;167;0;122
F;Area Rural;No paga matricula;Si;No;No;No;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;1;Si;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;INGENIERIA AMBIENTAL;182;188;151;163;156;168
F;Cabecera Municipal;No paga matricula;No;No;Si;No;Repasa por cuenta propia;Secundaria (Bachillerato) incompleta;Primaria incompleta;1;Si;Si;Es agricultor, pesquero o jornalero;Es vendedor o trabaja en atencion al publico;0;DERECHO;174;174;181;190;168;177
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;Si;No realiza ninguna prueba de preparacion;Educacion profesional incompleta;Secundaria (Bachillerato) completa;2;Si;Si;Trabaja como personal de limpieza, mantenimiento, seguridad o construccion;Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;INGENIERIA AGROINDUSTRIAL;191;157;188;140;72;150
F;Cabecera Municipal;Entre 1 millon y menos de 2.5 millones;No;No;Si;No;Repasa por cuenta propia;Educacion profesional incompleta;Secundaria (Bachillerato) completa;2;Si;Si;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Trabaja en el hogar, no trabaja o estudia;Entre 21 y 30 horas;INGENIERIA CIVIL;190;175;175;162;145;169
F;Area Rural;No paga matricula;No;No;Si;No;Repasa por cuenta propia;Educacion profesional completa;Primaria incompleta;2;Si;Si;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;CONTADURIA PUBLICA;186;139;139;140;179;157
M;Cabecera Municipal;No paga matricula;No;No;Si;Si;No realiza ninguna prueba de preparacion;Primaria incompleta;Secundaria (Bachillerato) completa;3;Si;Si;Es agricultor, pesquero o jornalero;Trabaja como personal de limpieza, mantenimiento, seguridad o construcci贸n;Entre 11 y 20 horas;ARQUITECTURA;191;154;194;180;166;177
M;Cabecera Municipal;No paga matricula;No;No;Si;Si;Repasa por cuenta propia;Primaria incompleta;Secundaria (Bachillerato) incompleta;2;Si;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;INGENIERIA AGRONOMICA;115;142;145;153;0;111
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;Si;No realiza ninguna prueba de preparacion;Educacion profesional completa;Tecnica o tecnologica completa;2;Si;Si;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Trabaja en el hogar, no trabaja o estudia;Mas de 30 horas;ARQUITECTURA;178;148;166;140;169;160
M;Cabecera Municipal;Entre 500 mil y menos de 1 millon;No;No;Si;Si;Repasa por cuenta propia;Educacion profesional completa;Primaria incompleta;4;Si;Si;Pensionado;Trabaja en el hogar, no trabaja o estudia;0;MEDICINA;176;187;139;300;169;194
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;1;No;No;Trabaja en el hogar, no trabaja o estudia;Trabaja en el hogar, no trabaja o estudia;Entre 21 y 30 horas;LICENCIATURA EN FILOSOFIA Y LETRAS;181;188;145;101;300;183
F;Cabecera Municipal;No paga matricula;No;No;Si;No;No realiza ninguna prueba de preparacion;Ninguno;Tecnica o tecnologica completa;1;Si;Si;Ninguno;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;INGENIERIA AGRONOMICA;161;162;149;173;126;154
M;Cabecera Municipal;No paga matricula;No;No;No;No;No realiza ninguna prueba de preparacion;Secundaria (Bachillerato) incompleta;Primaria incompleta;1;No;Si;Trabaja como personal de limpieza, mantenimiento, seguridad o construccion;Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;BIOLOGIA;174;164;159;194;156;169
F;Area Rural;No paga matricula;No;No;No;Si;Repasa por cuenta propia;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) completa;1;No;No;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Entre 21 y 30 horas;SOCIOLOGI岮;119;160;127;133;172;142
F;Cabecera Municipal;No paga matricula;No;Si;No;No;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;1;No;No;Es agricultor, pesquero o jornalero;Es agricultor, pesquero o jornalero;Menos de 10 horas;LICENCIATURA EN FILOSOFIA Y LETRAS;124;191;164;153;0;126
F;Cabecera Municipal;No paga matricula;No;No;Si;No;No realiza ninguna prueba de preparacion;Primaria completa;Primaria incompleta;1;Si;Si;Ninguno;Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;ARTES VISUALES;103;113;89;171;123;120
F;Cabecera Municipal;No paga matricula;Si;No;No;No;Repasa por cuenta propia;Postgrado;Educacion profesional completa;2;Si;Si;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Entre 11 y 20 horas;INGENIERIA CIVIL;218;192;185;196;141;186
M;Cabecera Municipal;No paga matricula;No;No;Si;No;No realiza ninguna prueba de preparacion;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;2;Si;Si;Es operario de maquinas o conduce vehiculos (taxita, chofer);Trabaja como personal de limpieza, mantenimiento, seguridad o construcci贸n;Entre 21 y 30 horas;INGENIERIA DE SISTEMAS;171;168;87;170;119;143
M;Cabecera Municipal;No paga matricula;No;No;Si;Si;Repasa por cuenta propia;Secundaria (Bachillerato) incompleta;Primaria completa;1;Si;Si;Es operario de maquinas o conduce vehiculos (taxita, chofer);Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Entre 21 y 30 horas;INGENIERIA ELECTRONICA;195;198;171;206;125;179
F;Cabecera Municipal;Menos de 500 mil;No;Si;No;No;Repasa por cuenta propia;Primaria incompleta;Secundaria (Bachillerato) completa;2;No;No;Trabaja por cuenta propia (por ejemplo plomero, electricista);Es vendedor o trabaja en atencion al publico;Entre 21 y 30 horas;PSICOLOGIA;145;153;132;154;126;142
F;Cabecera Municipal;Menos de 500 mil;No;Si;Si;No;Repasa por cuenta propia;Educacion profesional completa;Tecnica o tecnologica completa;3;Si;Si;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Trabaja por cuenta propia (por ejemplo plomero, electricista);Menos de 10 horas;MEDICINA;133;160;139;156;89;135
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;Si;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Tecnica o tecnologica incompleta;1;No;No;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;LICENCIATURA EN LENGUA CASTELLANA Y LITERATURA;100;111;90;115;166;116
F;Area Rural;No paga matricula;No;No;Si;No;No realiza ninguna prueba de preparacion;Primaria incompleta;Primaria incompleta;1;No;No;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;SOCIOLOGI岮;126;177;103;136;128;134
M;Cabecera Municipal;Menos de 500 mil;Si;No;No;No;Repasa por cuenta propia;Postgrado;Postgrado;3;Si;Si;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Entre 11 y 20 horas;INGENIERIA ELECTRONICA;200;164;187;186;175;182
M;Cabecera Municipal;No paga matricula;Si;No;No;No;Repasa por cuenta propia;Primaria completa;Primaria completa;2;Si;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;MERCADEO;170;166;161;181;168;169
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;Si;Repasa por cuenta propia;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) completa;2;Si;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;0;ECONOMIA;164;100;115;188;132;140
M;Cabecera Municipal;No paga matricula;No;No;No;Si;No realiza ninguna prueba de preparacion;Postgrado;Tecnica o tecnologica completa;3;Si;Si;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Trabaja en el hogar, no trabaja o estudia;Entre 21 y 30 horas;SOCIOLOGIA;226;191;153;174;177;184
M;Cabecera Municipal;No paga matricula;No;No;Si;No;Repasa por cuenta propia;Primaria incompleta;Primaria completa;2;Si;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;INGENIERIA EN PRODUCCION ACUICOLA;187;171;166;145;119;158
M;Cabecera Municipal;No paga matricula;Si;No;Si;No;No realiza ninguna prueba de preparacion;Educacion profesional completa;Educacion profesional completa;3;Si;Si;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;INGENIERIA DE SISTEMAS;219;188;158;209;168;188
F;Cabecera Municipal;Menos de 500 mil;Si;No;Si;No;Repasa por cuenta propia;Educacion profesional incompleta;Secundaria (Bachillerato) incompleta;1;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja como personal de limpieza, mantenimiento, seguridad o construcci贸n;0;INGENIERIA CIVIL;167;155;160;164;123;154
M;Area Rural;No paga matricula;Si;No;Si;No;No realiza ninguna prueba de preparacion;Ninguno;Primaria incompleta;1;Si;Si;Ninguno;Trabaja en el hogar, no trabaja o estudia;0;INGENIERIA CIVIL;185;159;163;155;116;156
F;Cabecera Municipal;No paga matricula;Si;No;No;No;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;1;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Mas de 30 horas;CONTADURIA PUBLICA;169;154;126;127;175;150
F;Cabecera Municipal;Menos de 500 mil;Si;No;Si;Si;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Tecnica o tecnologica completa;1;No;No;Es vendedor o trabaja en atencion al publico;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;0;INGENIERIA AGROFORESTAL;81;119;80;107;127;103
M;Cabecera Municipal;No paga matricula;Si;No;No;Si;No realiza ninguna prueba de preparacion;;;;;;;;;LICENCIATURA EN INFORMATICA;194;183;154;0;112;129
M;Area Rural;No paga matricula;No;No;No;No;No realiza ninguna prueba de preparacion;;;2;;Si;;;Mas de 30 horas;ARTES VISUALES;137;194;170;162;126;158
F;Cabecera Municipal;Menos de 500 mil;Si;No;Si;No;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;2;Si;Si;Trabaja en el hogar, no trabaja o estudia;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;ECONOMIA;164;150;120;139;158;146
M;Cabecera Municipal;No paga matricula;No;No;No;Si;No realiza ninguna prueba de preparacion;Postgrado;Tecnica o tecnologica incompleta;2;Si;Si;Ninguno;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Entre 21 y 30 horas;INGENIERIA AMBIENTAL;175;150;143;154;88;142
F;Cabecera Municipal;Menos de 500 mil;Si;No;No;Si;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;2;Si;Si;Ninguno;Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;INGENIERIA EN PRODUCCION ACUICOLA;129;140;145;159;155;146
F;Area Rural;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;1;No;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;INGENIERIA CIVIL;168;165;135;94;161;145
F;Area Rural;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;1;No;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;0;INGENIERIA AGRONOMICA;166;153;130;159;94;140
F;Cabecera Municipal;No paga matricula;No;No;Si;No;Repasa por cuenta propia;Secundaria (Bachillerato) incompleta;Tecnica o tecnologica incompleta;1;No;No;Es vendedor o trabaja en atencion al publico;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;SOCIOLOGI岮;115;109;108;116;131;116
M;Cabecera Municipal;No paga matricula;Si;No;No;No;No realiza ninguna prueba de preparacion;Secundaria (Bachillerato) incompleta;Tecnica o tecnologica completa;1;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);0;INGENIERIA DE SISTEMAS;182;179;166;193;144;173
M;Cabecera Municipal;No paga matricula;Si;No;Si;No;Repasa por cuenta propia;Primaria completa;Primaria incompleta;2;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;LICENCIATURA EN MUSICA;129;148;149;164;155;149
F;Area Rural;Menos de 500 mil;Si;No;Si;No;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;1;Si;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;INGENIERIA AMBIENTAL;148;168;171;151;93;146
M;Cabecera Municipal;No paga matricula;No;No;No;Si;Repasa por cuenta propia;Primaria incompleta;Tecnica o tecnologica completa;2;Si;Si;Es vendedor o trabaja en atencion al publico;Trabaja en el hogar, no trabaja o estudia;Mas de 30 horas;LICENCIATURA EN MUSICA;82;119;89;129;116;107
M;Cabecera Municipal;No paga matricula;No;No;No;Si;No realiza ninguna prueba de preparacion;Ninguno;Ninguno;1;No;No;Trabaja en el hogar, no trabaja o estudia;Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;FISICA;220;187;170;166;170;183
F;;;;;;;;Primaria incompleta;Secundaria (Bachillerato) completa;2;Si;No;Es vendedor o trabaja en atencion al publico;Es vendedor o trabaja en atencion al publico;Mas de 30 horas;INGENIERIA EN PRODUCCION ACUICOLA;145;147;116;139;129;135
M;Cabecera Municipal;No paga matricula;No;No;Si;Si;Repasa por cuenta propia;Educacion profesional incompleta;Educacion profesional completa;3;Si;Si;Es operario de maquinas o conduce vehiculos (taxita, chofer);Trabaja como profesional (por ejemplo medico, abogado, ingeniero);0;FISICA;189;198;192;188;104;174
